"title","link","category","starttime","endtime","location","chairs","session_text"
"Architecture in Islamic Painting","http://conference.collegeart.org/programs/architecture-in-islamic-painting/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Morgan Suite","Abdallah Kahil, Lebanese American University","Cityscape Architecture in Early Mughal Painting; Mika M. Natif, George Washington University; Of Aspirations and Lamentations: Representations of Delhi’s Qila-i Mualla (Exalted Fortress) in the Eighteenth Century; Saleema B. Waraich, Skidmore College; Nineteenth-Century Indian Architectural Drawings of Historic Buildings; Kanwal Khalid, Lahore College for Women University; Passion for Intricacy: the Geometric Ornaments of the Timūrīd Architecture in the Contemporary Shāhnāma Illustrations; Behrang Nabavi Nejad, University of Victoria; Behzad as an Architect; Abdallah Kahil, Lebanese American University; The Past in the Present: Islamic Architecture and Contemporary Art by Women; Yasaman Moussavi, Texas Tech University; Discussant: Sussan Babaie, Courtauld Institute of Art"
"Rethinking American Art and the Italian Experience, 1760–1918","http://conference.collegeart.org/programs/rethinking-american-art-and-the-italian-experience-1760-1918/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 3rd Floor, Rendezvous Trianon","Melissa Dabakis, Kenyon College; Paul Kaplan, Purchase College, State University of New York","Sculpture and Spectacle: Horatio Greenough’s Bust of Christ and Lucifer; Jeff Richmond-Moll, University of Delaware; Dissent: Vedder, Coleman, and Italo-American Transnationalism; Adrienne Baxter Bell, Marymount Manhattan College; The Road by the Sea: The Coast of Palermoin, the Paintings of Sanford Robinson Gifford, George Loring Brown, and Francesco Lojacono; Gabriella Bologna, independent scholar; Janice Simon, University of Georgia; Ralph Curtis: From Boston to Venice; Rosella Mamoli Zorzi, Ca’ Foscari University of Venice; Following the Thread: Renaissance Italian Lace and Embroidery at the Scuola d’Industrie Italiane, 1905–1927Diana Jocelyn Greenwold, University of California, Berkeley"
"Skeuomorphic: The Skeuomorph from the Acropolis to iOS","http://conference.collegeart.org/programs/skeuomorphic-the-skeuomorph-from-the-acropolis-to-ios/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Bryant Suite","Nicholas Herman, Université de Montréal; Sarah M. Guerin, Université de Montréal","The Coldest Sign: Quatremère de Quincy on Imitation Degree Zero; Allan Doyle, Princeton University; Piero della Francesca’s Divine Skeuomorphism; Annika Svendsen Finne, Institute of Fine Arts, New York University; Molding as Cognitive Conditioning in Premodern China; Jeffrey Moser, M; ill University; Siegfried Kracauer and the Question of Instagram; Kimberley Jane Lucy Chandler, University of Brighton"
"Biblical Archetypes in the Middle Ages","http://conference.collegeart.org/programs/biblical-archetypes-in-the-middle-ages/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Sutton Parlor Center","Meredith Cohen, University of California, Los Angeles; Mailan S. Doquang, Princeton University","The Romanesque Cathedral of Lincoln and the Image of Reform; Terence F. Dewsnap, State University of New York at New Paltz; Looking onto Galilee: The Narthex Tribune at Vézelay; Kristine Tanton, University of California, Los Angeles; Twelfth-Century Architecture and Sources on the Temple: New Technologies as Instruments of Research; Stefaan Van Liefferinge, Columbia University; Building the Apostolic Ideal in Central Italy; Erik Gustafson, Institute of Fine Arts, New York University; Carmel in the Commune: Referencing and Representing the Holy Land; Alexandra Dodson, Duke University; Discussant: Paul Binski, Gonville and Caius College"
"The Studio History of Art","http://conference.collegeart.org/programs/the-studio-history-of-art/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 3rd Floor, Trianon Ballroom","Benjamin Binstock, Cooper Union; Margaret MacNamidhe, School of the Art Institute of Chicago","The Studio History of Classical Art; Jean L. Sorabella, independent scholar; Studio Talk: James Northcote and the Oral History of Art; Mark Ledbury, University of Sydney; Mondrian’s Studio Utopia; Marek K. Wieczorek, University of Washington; Post-Studio in situ; Simon Leung, University of California, Irvine; From Alberti’s Picture Window to the Eyeball’s Perceptual Sphere: The Oakes Twin’s Split-focus Drawing Method; Ryan Oakes, independent artist; Trevor Oakes, independent artist; Discussant: Judith Saskia Bos, The Cooper Union for the Advancement of Science and Art"
"Reading Chinese Art","http://conference.collegeart.org/programs/reading-chinese-art/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 3rd Floor, Petit Trianon","Elizabeth Childs-Johnson, independent scholar; Katharine P. Burnett, University of California, Davis","“Educating” and “Transforming” Concepts as Applied to the Confucian Woman; Seokyung Han, Binghamton University, State University of New York; Bian: Reinterpreting Buddhist Art in Chinese Context; Lanlan Kuang, University of Central Florida; “Painting Embodying Poetry”: The History of an Essence; Amy C. Hwang, Princeton University; A Modern Taste for Antiquity: Wu Changshuo’s (1844–1927) Stone Drum Inscriptions; Shao-Lan Hertel, Freie Universität Berlin; Jing Hao and Qiyun: The Authentic Image and the Value of Chinese Landscape Painting; David A. Brubaker, University of New Haven"
"Casualties of Culture War: Sexuality in the North American Museum","http://conference.collegeart.org/programs/casualties-of-culture-war-sexuality-in-the-north-american-museum/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 3rd Floor, East Ballroom","Jonathan Katz, University at Buffalo, State University of New York",""
"The Posthumous Author-Function: Artists’ Estates and the Writing of Art History","http://conference.collegeart.org/programs/the-posthumous-author-function-artists-estates-and-the-writing-of-art-history/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 3rd Floor, West Ballroom","Rachel Middleman, California State University, Chico; Anne Monahan, The Phillips Collection and George Washington University","The “Artist Function” and Posthumous Art History; Caroline A. Jones, Massachusetts Institute of Technology; The Artist, the Thief, His Wife, and His Lover: Helen Farr Sloan and the Making of Art History; Alexis L. Boylan, University of Connecticut; Copyright as Censor; Nancy J. Troy, Stanford University; Uncovering the Collages of Horst Gottschalk and the Legacy of MERZ in Bay Area Neo-Dada; Brett M. Van Hoesen, University of Nevada, Reno; From a Philosophical Point of View: Second Thoughts on the Posthumous Author-Fuction and the Power of the Estate of the Artist; Michael Corris, Southern Methodist University; Discussant: Jacqueline Francis, California College of the Arts"
"Sculptural Hybrids: Current Approaches to the Intersection of Sculpture, Science, and Technology","http://conference.collegeart.org/programs/sculptural-hybrids-current-approaches-to-the-intersection-of-sculpture-science-and-technology/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Madison Suite","Elona Van Gent, Stamps School of Art and Design, University of Michigan","From Specific Objects to Layered Deposition: Sculptural Practice in the 21st Century; Suzanne Anker, School of Visual Arts; Drawing Roots; Michele Brody, independent artist; A Collaborative Investigation of a Heian Dainichi Nyorai Buddha from the RISD Museu; ngrid Alexandra Neuman, Rhode Island School of Design Museum; Synthetic Consciousnes; arbara Rauch, OCAD University; Hybrid Places: Sculpture, Evidence, Jewelry and Specime; ebecca A. Strzelec, Pennsylvania State University"
"The Period of the Period Room: Past or Present?","http://conference.collegeart.org/programs/the-period-of-the-period-room-past-or-present/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North","Elizabeth Williams, Rhode Island School of Design Museum","Perfecting the Past: Period Rooms between Disneyland and the White Box; Deborah L. Krohn, Bard Graduate Center; A Question, Not a Period: The Reinterpretation of Hunter House; Caryne Eskridge, The Classical Institute of the South; Rethinking Anachronism: The Period Room as a “Crystal Image of Time”; Marie-Eve Marchand, Université de Montréal"
"Global Peripheries: Art Biennials as Networks of Cultural Representation and Contestation","http://conference.collegeart.org/programs/global-peripheries-art-biennials-as-networks-of-cultural-representation-and-contestation/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Regent Parlor","Cristian Nae, George Enescu University of Arts; Judy Peter, University of Johannesburg","Sites of Contestation, Shifting Gravities, and New Hegemonies: The Reprogramming of the Contemporary Biennial; Rafal Niemojewski, Neuberger Museum of Art; Internationalism Avant-la-Lettre: Back to the Future at India’s First Biennale; Ruben de la Nuez; The Bamako Biennale: Agency, Influence, and Relation; Allison M. Moore; Registering Globalization: Printmaking as Model at the Poly/Graphic Triennial of San Juan; Maria del Mar Gonzalez, University of Illinois at Urbana-Champaign; Decolonizing the Curatorial Paradigm: Case Studies from Latin Americ; ill E. Kelley, Jr., independent scholar"
"Surveillance as Art Practice","http://conference.collegeart.org/programs/surveillance-as-art-practice-2/","ARTspace Session",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Murray Hill Suite","Trish Stone, University of California, San Diego; Jessamyn Lovell, University of New Mexico","Covert Operations: Investigating the Known Unknowns; Claire C. Carter, Scottsdale Museum of Contemporary Art; You Lookin’ at Me? An Artist’s Navigation through Personal Technology, Privacy, and Public Space; Wendy Richmond, independent artist; URME Surveillance: Transforming Expression into Function; Leonardo Selvaggio, independent artist"
"Walt Disney and the “Birth of an American Art”","http://conference.collegeart.org/programs/walt-disney-and-the-birth-of-an-american-art/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Gramercy B","Garry Apgar, independent scholar","Is Disney Art?; Garry Apgar, independent scholar; Mouse-Infested Marble Halls: Disney in the Temple of High Art, 1932-1946; Matthew Limb, Southern Illinois University; Disney Animation and Modern Art in the 1930s; Jorgelina Orfila, Texas Tech University; Francisco Ortega, Texas Tech University; From Hollywood to Frontierland: Disneyland and the Construction of a Mythical West; Robert Neuman, Florida State University"
"Collective Consciousness: A Dialogue on Drawing","http://conference.collegeart.org/programs/collective-consciousness-a-dialogue-on-drawing/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Gramercy A","Richard Moninski, University of Wisconsin–Platteville","Jane Hammond, independent artist; Elise Engler, independent artist; Hollis A. Hammonds, St. Edward’s University"
"Fashion and the Contemporary Avant-Garde","http://conference.collegeart.org/programs/fashion-and-the-contemporary-avant-garde/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Beekman Parlor","Charlene Lau, York University","Folk Couture: Fashion and Folk Art; Alexis Carreno, Stony Brook University, State University of New York; From Punk to Blitz: (Re)Fashioning Intersections of Subculture, Music, and Nightlife in the Museum; Kristen Galvin, University of California, Irvine; The Bride and the Bachelor: Hannah Wilke and Yves Saint Laurent; Marissa Vigneault, University of Nebraska–Lincoln; Savage Beauty: The Futurist Legacy of Self-Design; Jennifer S. Griffiths, American Academy in Rome; Fashioning the Body: An Object-Based Approach to the Avant-Garde; Emma M; lendon, The Museum at the Fashion Institute of Technology"
"Preserving the Artistic Legacies of the 1960s and 1970s","http://conference.collegeart.org/programs/preserving-the-artistic-legacies-of-the-1960s-and-1970s/","Sessions",2015-02-11 14:30:00,2015-02-11 17:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","Molleen Theodore, Yale University Art Gallery; Anne Turner Gunnison, Yale University Art Gallery","Footnotes to the Provisional Work of Art; Natilee Harren, University of California, Los Angeles; Fluxus: What’s the Matter?!; Hanna Barbara Hölling, Bard Graduate Center; Preserving and Controlling the Experience of Land Art: Films by Mary Miss and Contemporaries; William Henry Schwaller, Temple University; Theatrical Flashbacks to Harald Szeemann, Ed Kienholz, and Christoph Schlingensief; Samuel Adams, University of Southern California; Reconstructing Douglas Huebler; Andrew P. Cappetta, The Graduate Center, City University of New York"
